Linux 6.10.8adaptive-sq+ (jeonghoon-MS-7D22) 	2025년 07월 31일 	_x86_64_	(12 CPU)

11시 48분 04초   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
11시 48분 54초     0         -    118222    6.00   52.00    0.00    0.00   58.00     3  |__napi-busy-poll-
11시 48분 54초     0         -    118224    0.00   96.00    0.00    0.00   96.00     5  |__iou-sqp-118222
11시 48분 55초     0    118222         -    6.00  148.00    0.00    0.00  154.00     2  napi-busy-poll-
11시 48분 55초     0         -    118222    7.00   51.00    0.00    0.00   58.00     2  |__napi-busy-poll-
11시 48분 55초     0         -    118224    0.00   96.00    0.00    0.00   96.00     5  |__iou-sqp-118222
11시 48분 56초     0    118222         -    5.00  148.00    0.00    0.00  153.00     2  napi-busy-poll-
11시 48분 56초     0         -    118222    7.00   52.00    0.00    0.00   59.00     2  |__napi-busy-poll-
11시 48분 56초     0         -    118224    0.00   96.00    0.00    0.00   96.00     5  |__iou-sqp-118222
11시 48분 57초     0    118222         -    6.00  149.00    0.00    0.00  155.00     2  napi-busy-poll-
11시 48분 57초     0         -    118222    6.00   51.00    0.00    0.00   57.00     2  |__napi-busy-poll-
11시 48분 57초     0         -    118224    0.00   96.00    0.00    0.00   96.00     5  |__iou-sqp-118222
11시 48분 58초     0    118222         -    5.00  148.00    0.00    0.00  153.00     2  napi-busy-poll-
11시 48분 58초     0         -    118222    7.00   52.00    0.00    0.00   59.00     2  |__napi-busy-poll-
11시 48분 58초     0         -    118224    0.00   96.00    0.00    0.00   96.00     5  |__iou-sqp-118222
11시 48분 59초     0    118222         -    5.00  149.00    0.00    0.00  154.00     3  napi-busy-poll-
11시 48분 59초     0         -    118222    5.00   52.00    0.00    0.00   57.00     3  |__napi-busy-poll-
11시 48분 59초     0         -    118224    0.00   96.00    0.00    0.00   96.00     5  |__iou-sqp-118222
11시 49분 00초     0    118222         -    5.00  149.00    0.00    0.00  154.00     3  napi-busy-poll-
11시 49분 00초     0         -    118222    6.00   52.00    0.00    0.00   58.00     3  |__napi-busy-poll-
11시 49분 00초     0         -    118224    0.00   96.00    0.00    0.00   96.00     5  |__iou-sqp-118222
11시 49분 01초     0    118222         -    3.00  149.00    0.00    0.00  152.00     3  napi-busy-poll-
11시 49분 01초     0         -    118222    4.00   53.00    0.00    0.00   57.00     3  |__napi-busy-poll-
11시 49분 01초     0         -    118224    0.00   95.00    0.00    0.00   95.00     5  |__iou-sqp-118222
11시 49분 02초     0    118222         -    7.00  146.00    0.00    0.00  153.00     3  napi-busy-poll-
11시 49분 02초     0         -    118222    8.00   50.00    0.00    0.00   58.00     3  |__napi-busy-poll-
11시 49분 02초     0         -    118224    0.00   95.00    0.00    0.00   95.00     5  |__iou-sqp-118222
11시 49분 03초     0    118222         -    7.00  146.00    0.00    0.00  153.00     5  napi-busy-poll-
11시 49분 03초     0         -    118222    8.00   50.00    0.00    0.00   58.00     5  |__napi-busy-poll-
