Linux 6.10.8adaptive-sq+ (jeonghoon-MS-7D22) 	2025년 07월 31일 	_x86_64_	(12 CPU)

11시 56분 10초   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
11시 57분 27초     0         -    122222    8.00   52.00    0.00    0.00   60.00     0  |__napi-busy-poll-
11시 57분 27초     0         -    122224    0.00  100.00    0.00    0.00  100.00     1  |__iou-sqp-122222
11시 57분 28초     0    122222         -    7.00  152.00    0.00    0.00  159.00     0  napi-busy-poll-
11시 57분 28초     0         -    122222    8.00   51.00    0.00    0.00   59.00     0  |__napi-busy-poll-
11시 57분 28초     0         -    122224    0.00  100.00    0.00    0.00  100.00     1  |__iou-sqp-122222
11시 57분 29초     0    122222         -    6.00  152.00    0.00    0.00  158.00     0  napi-busy-poll-
11시 57분 29초     0         -    122222    7.00   51.00    0.00    0.00   58.00     0  |__napi-busy-poll-
11시 57분 29초     0         -    122224    0.00  100.00    0.00    0.00  100.00     1  |__iou-sqp-122222
11시 57분 30초     0    122222         -    7.00  153.00    0.00    0.00  160.00     0  napi-busy-poll-
11시 57분 30초     0         -    122222    8.00   52.00    0.00    0.00   60.00     0  |__napi-busy-poll-
11시 57분 30초     0         -    122224    0.00  100.00    0.00    0.00  100.00     1  |__iou-sqp-122222
11시 57분 31초     0    122222         -    5.00  153.00    0.00    0.00  158.00     3  napi-busy-poll-
11시 57분 31초     0         -    122222    6.00   53.00    0.00    0.00   59.00     3  |__napi-busy-poll-
11시 57분 31초     0         -    122224    0.00  100.00    0.00    0.00  100.00     1  |__iou-sqp-122222
11시 57분 32초     0    122222         -    5.00  154.00    0.00    0.00  159.00     4  napi-busy-poll-
11시 57분 32초     0         -    122222    6.00   53.00    0.00    0.00   59.00     4  |__napi-busy-poll-
11시 57분 32초     0         -    122224    0.00  100.00    0.00    0.00  100.00     1  |__iou-sqp-122222
11시 57분 33초     0    122222         -    9.00  151.00    0.00    0.00  160.00     4  napi-busy-poll-
11시 57분 33초     0         -    122222   10.00   49.00    0.00    0.00   59.00     4  |__napi-busy-poll-
11시 57분 33초     0         -    122224    0.00  100.00    0.00    0.00  100.00     1  |__iou-sqp-122222
11시 57분 34초     0    122222         -    6.00  153.00    0.00    0.00  159.00     1  napi-busy-poll-
11시 57분 34초     0         -    122222    7.00   55.00    0.00    0.00   62.00     1  |__napi-busy-poll-
11시 57분 34초     0         -    122224    0.00   96.00    0.00    3.00   96.00     3  |__iou-sqp-122222
11시 57분 35초     0    122222         -    5.00  156.00    0.00    0.00  161.00     1  napi-busy-poll-
11시 57분 35초     0         -    122222    7.00   55.00    0.00    0.00   62.00     1  |__napi-busy-poll-
11시 57분 35초     0         -    122224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-122222
11시 57분 36초     0    122222         -    6.00  156.00    0.00    0.00  162.00     1  napi-busy-poll-
11시 57분 36초     0         -    122222    7.00   55.00    0.00    0.00   62.00     1  |__napi-busy-poll-
11시 57분 36초     0         -    122224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-122222
11시 57분 37초     0    122222         -    8.00  152.00    0.00    0.00  160.00     0  napi-busy-poll-
11시 57분 37초     0         -    122222    9.00   50.00    0.00    0.00   59.00     0  |__napi-busy-poll-
11시 57분 37초     0         -    122224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-122222
11시 57분 38초     0    122222         -    7.00  152.00    0.00    1.00  159.00     0  napi-busy-poll-
11시 57분 38초     0         -    122222    8.00   51.00    0.00    1.00   59.00     0  |__napi-busy-poll-
11시 57분 38초     0         -    122224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-122222
11시 57분 39초     0    122222         -    7.00  152.00    0.00    0.00  159.00     4  napi-busy-poll-
11시 57분 39초     0         -    122222    8.00   51.00    0.00    0.00   59.00     4  |__napi-busy-poll-
11시 57분 39초     0         -    122224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-122222
11시 57분 40초     0    122222         -    6.00  152.00    0.00    0.00  158.00     4  napi-busy-poll-
11시 57분 40초     0         -    122222    7.00   52.00    0.00    0.00   59.00     4  |__napi-busy-poll-
11시 57분 40초     0         -    122224    0.00  100.00    0.00    0.00  100.00     3  |__iou-sqp-122222
